row_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,is_anomaly
row-0485,-0.37694240,0.92257974,0.89374654,0.24267706,-0.93273300,-1.25328075,-1.59949238,-0.64211498,0
row-0486,1.10022714,-0.99462765,-0.68364772,-0.13232842,-1.66534636,1.07448893,-1.12803679,0.03372842,0
row-0487,-2.37775061,0.74651435,-0.30753079,-0.02349281,0.90993125,0.32411214,-1.12752059,0.34756365,0
row-0488,-0.20163818,-1.45263735,-0.67933309,0.88506876,-0.64771473,-1.01118419,1.10225774,-0.96533721,0
row-0489,-2.23055246,-2.24605827,1.64580827,-0.28473024,-0.48536169,0.39803266,0.38648678,-0.10375881,0
row-0490,0.56316880,0.51575373,0.37910825,0.69884082,2.36412777,1.02751823,0.14749099,-0.95474561,0
row-0491,-2.88359592,-1.30737026,1.03786849,-0.20778426,0.07887072,0.19582010,0.60907688,-1.79777889,0
row-0492,-0.98132710,-1.91398263,-0.31349402,0.26462259,-1.12321699,-0.61998163,-1.06130836,-1.05587063,0
row-0493,-1.79434843,-1.10909504,-0.50875473,1.65472848,0.14019534,0.95418259,-0.45880572,1.87744431,0
row-0494,0.98029991,1.67770494,-0.65878536,0.65819086,1.04861007,0.25632211,0.56560948,-0.56413014,0
row-0495,-1.97103468,-2.03562043,3.64847647,2.13632720,-0.96226263,-0.48668661,-0.46286864,0.49494428,0
row-0496,-1.46384548,0.28480431,0.11123142,-2.58140613,0.86701035,-0.49764633,-0.10679029,2.28454924,0
row-0497,0.57231237,-2.16105959,0.39561481,-0.25525056,1.23492104,-0.23436645,-1.44202780,-0.06717827,0
row-0498,0.93000735,1.22421504,-0.04941754,1.48172072,-0.05527317,0.49494048,-1.53718665,0.80315930,0
row-0499,0.22528015,0.44198252,1.81708501,0.37513804,0.16633393,0.15016454,-0.52181124,-0.47494352,0
row-0500,-0.03474183,-0.90128307,-0.17784977,-1.71955405,-0.28825397,0.07075595,-0.65620002,1.68372186,0
row-0501,0.14142652,-1.57197937,0.60120314,-0.15146040,-1.35715798,0.08140190,-0.33875068,-0.02463915,0
row-0502,-1.15695819,-0.57617574,-0.88415386,-0.11820742,0.10275418,-0.48204961,0.71007992,-1.20892550,0
row-0503,0.76582424,2.34446975,-0.27581813,-1.03505121,-0.55951693,0.21140630,-0.29423557,-2.11508352,0
row-0504,-0.90724125,0.59387513,-1.20638994,0.52673167,0.66720075,1.21746582,-0.08902753,-1.18931500,0
row-0505,1.38596216,0.87565959,0.56894968,0.05933348,-0.09056418,0.61341875,-1.25896141,0.30543118,0
row-0506,0.31868418,0.81011318,-1.07731336,-1.85710742,0.10998049,-0.42571860,1.25647168,-1.63992119,0
row-0507,0.27243585,1.78994925,0.49668266,0.69586412,-0.90308065,-1.09942350,1.05247076,1.04164089,0
row-0508,0.31091497,1.09575828,-0.80102065,1.67406662,0.30239864,-2.65363912,0.11594943,-0.77054354,0
row-0509,-1.34840733,-0.25526345,0.19265242,1.52001672,1.82267479,-0.29739173,-1.13601072,1.16196938,0
row-0510,0.83447476,0.04961677,-0.68875083,-1.49159489,0.37256483,-0.20593308,0.25742593,-0.91451003,0
row-0511,1.31682821,0.67452525,-0.95092795,1.37876431,0.58141330,0.30470023,-1.17973415,-1.22553050,0
row-0512,-0.75578693,-0.72853237,1.10702295,1.00820649,-1.48363336,-0.20800523,1.53335423,-0.80317958,0
row-0513,1.94111241,1.98038287,-0.51192357,0.91637113,-0.01448176,-1.01371641,0.52443504,-0.28442916,1
row-0514,1.10654808,1.03922854,-1.82556819,-1.42703067,-0.55109968,1.84901911,-0.56889342,-0.36294023,0
row-0515,-1.26085080,-2.04278898,1.23005434,-0.25065571,0.12712416,0.13749122,-0.88689268,1.25003103,0
row-0516,1.31456101,1.69878235,-0.45114951,0.60399525,-0.11477995,-0.55647471,1.55534248,0.38582424,0
row-0517,-0.03692543,-1.18448595,-0.44452273,0.64212794,1.04430991,-0.12453669,0.03978777,-0.48513752,0
row-0518,1.24449945,0.19946609,-0.26686558,1.43740036,0.30042938,-0.93789948,-0.62180482,0.24968392,0
row-0519,-0.19607347,0.02300786,0.54556076,0.29297575,-1.06791795,-0.79441115,0.46030787,1.41742214,0
row-0520,0.62835250,0.36676125,-1.16213725,-0.81729249,-0.44764901,1.06905345,-1.37574913,-0.89944728,0
row-0521,0.48934118,0.22956993,0.49850598,-1.22258388,-0.55024218,-2.52198645,0.79044273,1.47654769,0
row-0522,1.63983791,3.12492775,-1.93788007,0.67444023,-0.91255735,-0.20485839,-0.60619803,-0.22025586,0
row-0523,0.65153547,-2.72634703,-0.96309219,0.55166944,-1.41541871,0.92876402,-0.44014418,1.02986593,0
row-0524,-1.26985068,-1.34358725,1.27508107,-0.07216443,-0.40798080,-0.98490557,0.03892762,-1.57309431,0
row-0525,-0.11803919,-1.46455919,-0.04822520,1.01104826,1.05221456,-0.09971485,1.31919975,-1.66211731,0
row-0526,-0.91344135,0.42784875,-0.25213007,-0.68498457,-1.32697466,-0.96734010,0.73709945,-0.22446011,0
row-0527,-1.36358633,0.63023835,2.01684521,-0.23102200,0.47427804,-0.38032257,-0.43659055,0.50338162,0
row-0528,1.96844706,-0.18553385,0.15682771,-1.04673952,0.53579319,0.15843766,-1.69691719,-1.39776689,0
row-0529,-0.36699830,-2.92629813,-0.54189523,1.16497462,2.81691519,-0.91255565,-0.56323303,-0.04046420,0
row-0530,-0.38226894,-1.06580941,0.29829987,0.22974745,-0.08697437,-0.14425790,-1.87797306,-0.23284942,0
row-0531,0.44297697,1.23116496,-0.43566902,0.75189447,-1.20811418,-1.18157609,-0.64219263,-1.02728483,0
row-0532,-1.07760619,-1.10048110,1.80257469,-1.24990700,-0.03766652,0.45532358,-1.16105094,1.68881651,0
row-0533,1.73046939,0.01165268,0.78729767,0.74431388,0.65114839,-0.86301376,0.60804660,0.13985561,0
row-0534,-2.03535556,-0.20745835,0.03195570,-0.78479165,0.36520086,-1.30312574,1.09078166,-1.05440038,0
row-0535,-1.36798085,-0.75366964,-1.14512080,0.24229963,0.18805038,0.28167077,-0.11238287,1.33254305,0
row-0536,-0.29821606,-0.67205984,-0.35473909,1.23792629,0.50298765,0.66182955,0.68897633,0.48407961,0
row-0537,-1.13258897,-2.25742270,-0.23425463,0.72094754,1.02912588,-0.05212628,0.70177424,0.25989677,0
row-0538,0.72917096,1.37240810,0.81236545,0.33514391,-0.36168961,0.60055095,1.08881795,1.42422228,0
row-0539,-0.45626676,0.80144496,-0.36689213,0.09650323,-0.20824098,0.04013118,-0.52755591,1.18796883,0
row-0540,0.10620720,-1.66772581,0.22283652,0.32051161,1.12718002,0.55881770,-1.37450986,0.42207609,0
row-0541,1.22487819,0.38328170,-2.32555027,-2.03272276,1.73480568,0.88834199,0.17566273,0.76507140,0
row-0542,0.55371361,0.20314505,-1.25879006,1.53526395,-0.41543107,-1.18042155,-0.63159941,-0.18911369,0
row-0543,1.75231399,1.56553460,-1.51666625,0.62703213,0.32973071,-1.06034169,-0.45525232,1.40385264,1
row-0544,0.31417478,-0.29023453,1.52443429,-0.59589552,-1.10955837,1.03034801,-0.95669586,-0.63924834,0
row-0545,-1.16825154,-0.03841580,1.19483139,-2.10912348,-0.16029752,1.41637567,0.70837062,-1.82477198,0
row-0546,0.97896710,1.31133781,-1.35582119,0.34001143,1.06112946,0.10013266,1.65355130,0.18783724,0
row-0547,-3.17631765,-0.28305755,2.28207307,-0.75106016,0.44690825,-0.64908718,-0.13648073,0.57573560,0
row-0548,-0.79134337,-0.15732481,0.76721895,1.75893920,0.30930976,-0.42796604,1.07028372,1.04553853,0
row-0549,0.36061107,-0.41537536,-0.00942004,0.24073525,0.19900658,-0.78180890,-1.36545483,-0.45037047,0
row-0550,1.86003643,1.14944260,-1.13610039,0.69088073,-0.52551072,-0.10762399,0.34612580,2.04682722,0
row-0551,-1.33156128,-2.25103913,-1.38198903,1.15491910,0.40384447,-0.61269271,-1.06264742,-0.50800510,0
row-0552,1.83459910,-0.76064297,-1.45628085,-1.15666482,-0.18513620,1.14157739,0.72697270,0.12591539,0
row-0553,-0.25159005,-2.02160363,1.05310375,-1.55014041,0.64449385,-0.27649629,0.54361787,0.43168627,0
row-0554,0.60191301,0.11080137,-0.20446596,-1.51676576,-0.32375976,0.95289982,0.81864229,-0.74272649,0
row-0555,-0.10940667,1.80773379,0.70699199,0.89690317,-0.57866139,0.63402293,-1.32624051,-1.71862703,0
row-0556,1.86792010,1.22221743,-1.15207461,1.29608302,-0.73973376,-0.01846971,0.98535157,-0.99785163,0
row-0557,-0.25440539,-1.70223090,-0.19345310,-0.15980688,-0.11753555,0.04449504,2.22164760,-0.55930628,0
row-0558,0.42314476,2.06373523,-1.08839087,-0.58154324,1.89359926,0.57469104,0.90843243,-0.74935490,0
row-0559,2.10342689,0.65227304,-1.52685126,0.70396695,0.01408390,-1.14346096,-0.18725848,-2.27723481,1
row-0560,0.16163914,0.03681430,0.01236806,0.41530061,0.65754021,0.95564258,0.42332695,-0.16391938,0
row-0561,-1.78531593,0.49131866,0.74293594,-1.42805949,0.43777182,0.99004574,-0.04961432,-0.06082357,0
row-0562,0.87272978,-0.24628758,-0.37621773,0.00393878,1.58128567,0.15979989,-1.43855179,0.91857987,0
row-0563,-0.52209345,1.95040780,-2.62341412,0.61025397,0.41254579,0.45920142,-0.74303744,-0.49156986,0
row-0564,0.22534761,-0.73184208,0.85483524,-1.36100442,1.32189261,-0.18501061,-0.08761457,1.26548940,0
row-0565,-0.22817782,-0.33758420,0.94703775,0.59094030,-0.14454683,1.94882221,1.32001469,0.42690954,0
row-0566,-0.71066045,0.26817992,0.05448834,-0.15378794,-0.06913906,-1.70035903,-0.27849238,1.68695613,0
row-0567,-1.35057319,-0.54509009,1.17936548,2.31253787,0.30525547,-0.72516508,-0.02192732,-0.98096420,0
row-0568,-0.40450182,-0.03236821,2.31188210,-0.09449125,-0.64104732,0.75133976,1.60635768,2.68860706,0
row-0569,0.56622809,1.43454362,-0.23034143,1.32237588,-0.25478731,-0.33817317,-1.98693643,0.39351847,0
row-0570,0.87280898,0.92692011,0.55469706,-1.19493097,0.62510004,1.14398493,0.56539313,2.18994926,0
row-0571,0.05400519,0.69056392,-1.65884644,-0.92378647,0.50700876,-1.48852266,0.03808032,-0.09644015,0
row-0572,-0.99989557,0.79153401,0.25852096,1.42315408,1.55886791,0.60791059,0.16067362,0.56222999,0
row-0573,0.57279723,1.66627771,0.95359659,0.84045601,-0.70877360,0.31772284,-1.07295803,2.55532987,0
row-0574,-2.68281918,-2.06803682,2.36706041,-1.95413080,0.91825447,-0.15604109,1.87476332,1.08074219,0
row-0575,-0.95026502,-0.13943986,0.16263776,-1.15866937,1.21151774,-0.39321936,1.25902808,-0.66305189,0
row-0576,-0.42297277,0.17787543,0.53604927,-0.58724023,0.11107578,-0.48608714,0.10183383,0.92430333,0
row-0577,-2.81362854,0.57617722,-0.77147272,-0.41280546,1.21295955,1.03584517,0.55433574,0.74368042,0
row-0578,0.82181850,1.01115535,-1.69385157,0.56679248,-1.15564830,-0.35869769,-0.59064039,0.09092426,0
row-0579,0.04887125,-0.62836742,0.72625163,-0.36045174,-0.44505947,0.00528326,-0.38796080,0.72001557,0
row-0580,0.46182609,-1.25759381,1.55255618,0.69497364,0.54659915,1.09228568,0.20036988,-0.30027240,0
row-0581,-0.26440248,-0.46911333,-0.61067610,-0.44877371,1.14295561,0.37963639,-2.32248084,0.70488347,1
row-0582,2.17708297,1.67851384,-1.64326407,1.17469519,-1.36183981,-0.36777713,1.75076293,-0.04902266,0
row-0583,-1.52236963,-1.14460317,0.60244850,0.74061241,0.13197614,-1.00031378,0.67767027,0.08782558,0
row-0584,-0.28513667,-2.03943082,-1.79497643,0.47713358,0.69393468,0.51497234,-1.54841120,1.90702563,0
row-0585,-0.33499584,-0.41151563,0.75260554,0.84347721,0.13639547,1.03247632,-0.60317671,0.51130975,1
row-0586,0.70646134,-0.21796676,0.04371738,0.84950268,1.10010165,1.00124645,0.66173307,1.48111115,1
row-0587,-0.96259121,-1.44109003,1.34633472,-0.51655919,-0.25204720,-0.33449179,-0.39811611,0.08057151,0
row-0588,-0.33200049,1.69936059,-0.30019621,-0.23551179,0.71854778,-1.16520153,0.56872344,-2.11910831,0
row-0589,-1.59669299,-0.59289435,-0.69896789,0.58098572,-0.33953352,-1.79892661,-0.81651614,1.04641941,0
row-0590,-0.11373792,-0.05157743,-1.23482955,0.43358852,-1.87453235,0.99590874,0.29109462,-0.24544558,0
row-0591,-1.03722080,-2.24357696,-1.48355811,0.56181987,-1.21451493,1.87876484,0.25350973,-0.64022187,0
row-0592,3.50687057,1.66407142,0.39166159,-0.17393198,0.07683062,-0.12928279,0.10036811,-0.61950454,0
row-0593,-1.83020378,0.17731257,0.39679615,-1.60786402,-0.59654798,1.73171627,-1.13790204,-1.02558390,0
row-0594,1.20133735,1.16579261,-1.17335612,0.42997267,0.48841273,0.62150960,-1.41258430,0.08824890,0
row-0595,1.04871935,1.09236073,-0.62380260,2.21875447,0.58184003,-0.96727986,1.46906524,0.88248281,1
row-0596,1.25490033,2.04263213,1.27305547,-0.07646067,-1.08290660,-0.19823468,0.01867984,-0.70833185,0
row-0597,-0.15957924,1.96946236,-0.88708014,0.56696136,1.55004253,1.16629713,-0.94288381,0.43081706,0
row-0598,-1.28767850,-1.36171328,-3.41045012,0.98303846,0.23285509,-1.60032640,-0.13460987,1.99312983,0
row-0599,-0.49132330,-1.13770139,0.62924474,0.07294882,-1.12597465,-0.58627536,-0.16178876,1.43658606,0
row-0600,0.14257460,-0.76615512,-1.29615911,-1.01467864,0.34153344,0.85104537,1.36620030,-1.05374122,0
row-0601,-0.79094211,0.08052130,-1.08960790,-2.07148556,0.95918860,-1.26170026,-2.03168937,0.40788131,0
row-0602,-0.90345535,-2.18068980,1.39054453,-0.54348492,-0.77330276,-2.62012622,0.46025714,0.35779263,0
row-0603,0.46405282,0.01053769,-0.96469657,0.06619670,0.64638529,0.96822781,0.64595942,-2.30522550,0
row-0604,-0.70926163,-4.06958604,-1.09466106,-0.49097091,0.60277919,-0.27463784,-0.55554168,0.75119160,0
row-0605,-0.67638054,-1.49062785,1.05217088,0.47069612,-1.06789874,-0.43826728,1.75165714,-0.06978378,0
row-0606,-1.06829009,-1.84810532,-0.92535021,1.23065970,-1.61975267,-0.37185026,-0.28578691,2.29781429,0
row-0607,1.33595963,-1.91627017,-0.26868166,-2.70944362,0.27099823,-1.34462372,0.29184246,-0.36014515,0
row-0608,-1.44071185,-0.51995267,1.02784587,0.26212717,0.91048900,-0.21284082,-1.55493439,0.08822488,0
row-0609,-0.87314830,-1.24075215,-0.74750285,1.39692065,0.48085669,0.46882338,1.68140661,-0.32472535,0
row-0610,1.95499389,0.51638674,-0.79908572,0.37340901,0.69217107,-0.22462473,-1.01087092,-0.51568246,0
row-0611,-0.52673488,-1.60968809,0.41154579,-0.53013396,-2.01667409,0.96725744,1.97488046,-1.47184326,0
row-0612,-1.62143309,-0.04015586,0.34148910,0.20082240,-1.57756591,-0.37753650,-0.04131718,-0.53390359,0
row-0613,0.97358387,-0.45349631,-0.66767506,0.17087640,0.50561932,-0.26763493,-2.46131164,-1.24548862,0
row-0614,1.60946653,3.15112489,-2.96498893,-1.82103710,1.01149965,-0.61882151,-1.93721941,-0.15427307,0
row-0615,-1.63737208,0.95716223,1.64999477,-0.80560430,0.61404157,0.81103291,-1.29300434,-1.64291276,0
row-0616,-1.71813732,-1.54980965,0.85255120,0.54795502,-1.33876783,0.32788208,-2.03699078,1.07166680,0
row-0617,-0.29333058,1.45461150,0.65783020,-0.83063047,-0.67083339,-0.17579565,-0.86292969,-0.06339653,0
row-0618,0.13055145,1.54298727,0.72251432,-0.74951270,-0.19210407,0.42050477,-0.74014902,-1.04934099,0
row-0619,0.39091563,-1.51990024,-0.35696721,1.18794051,1.19748003,1.17975026,1.01808325,-0.39318268,0
row-0620,-0.12554548,-0.45355864,0.73030663,-0.03517963,-1.31960888,-0.51884122,-2.29722512,-0.97665253,0
row-0621,-1.59971191,-0.32577216,-0.17578666,-1.59261869,-0.49275902,-0.24242119,-1.17573326,1.13699322,0
row-0622,1.50662886,1.27924174,1.31124280,-0.53993782,0.15940959,-0.92034086,0.46390675,0.88005031,0
row-0623,0.93297617,0.91038887,1.17031945,0.70808894,-1.04804444,0.73408486,0.36523959,-1.99456292,0
row-0624,-0.51672395,1.54370148,-0.04802942,1.83576185,-0.72236102,-0.51682608,0.29728365,-1.15087358,1
row-0625,-1.94088860,0.65975080,-1.32452839,-0.10156599,-0.37690937,-1.03608186,0.57190373,0.11883807,0
row-0626,-2.71713325,-0.03642886,2.51236647,0.73886191,0.61387298,-0.29946600,1.17892535,0.62997068,0
row-0627,1.38398019,1.86949976,-0.31110320,0.39710956,0.02056811,-1.02316752,0.78696586,-0.32991438,1
row-0628,0.33363847,-0.09715646,-0.00453218,-0.35748511,-0.11006850,1.10074096,0.31741478,-0.40207465,0
row-0629,0.63841709,1.54365380,0.54396375,-1.63361860,0.36673769,0.40461791,-1.10829307,-1.28060852,0
row-0630,-0.65197351,-0.25757615,-0.33008406,-0.98989577,-0.98704417,-1.63034929,1.39714914,-0.16247965,0
row-0631,-0.12933273,-0.76787621,-0.21087761,0.42421927,0.11334487,0.19335648,-1.17554003,-1.25354564,0
row-0632,0.48644744,-0.62500162,-0.10464085,1.20017756,-0.34730776,0.12011497,-2.50845535,-1.65090968,0
row-0633,-0.37263397,-0.16216538,-0.62516103,-1.03296011,0.77961054,-0.18780650,0.51579348,1.80948432,0
row-0634,-0.13939657,1.55283468,0.34004561,-0.57097610,1.20490246,-2.32724038,0.12480475,-0.33795290,0
row-0635,1.44127910,0.55748606,-0.62088322,0.29502599,1.23926040,-0.15824729,-0.13992432,0.61955085,0
row-0636,-0.36480994,1.48566697,-0.52388562,2.37585951,0.92196189,0.65990418,1.43637343,-0.13551635,0
row-0637,1.42714051,1.95447393,-0.34833771,2.38033693,0.26347018,-0.19268601,0.08784192,1.34534165,0
row-0638,2.24191113,-1.49583574,-0.75015864,0.19416449,0.66904371,-0.34765805,-0.12054772,1.39364046,1
row-0639,0.38052025,0.07913187,-1.50566215,-0.44270561,1.36323780,1.01034145,-0.30039993,-0.42205334,0
row-0640,-1.32729938,-0.02186219,-0.57177954,0.11368931,-0.54243233,-0.58739059,-0.15254749,0.07506668,0
row-0641,3.39503402,1.42185318,0.70995099,0.47507319,1.35112893,-0.33684424,-0.34629629,-0.49642598,0
row-0642,2.72331783,1.35788136,-0.22197183,-1.61404351,-3.42989383,0.37952853,-0.57826243,0.43846955,0
row-0643,-0.19469741,0.57030447,0.77383145,0.18445150,-0.59987003,-1.78603985,-0.57281018,-3.62746404,0
row-0644,0.13917436,-1.45146916,-0.30822525,1.79821182,-1.60691854,-1.84333417,-2.09535665,-0.20948776,0
row-0645,0.13338297,-0.41493748,0.44114023,2.75049176,-1.24832788,1.95147352,1.50825399,1.68341424,1
row-0646,-0.11567145,0.56603008,0.07675274,-1.45033035,-0.53030458,-0.99648681,0.06912859,1.78586523,0
row-0647,0.45632127,-0.31304295,1.08099710,-1.14990611,-0.48311727,0.17332702,0.95685220,-0.16985471,0
row-0648,-1.23612384,0.41447515,-1.30582510,0.51358519,-0.05247257,-0.44972156,0.47601584,1.64592971,0
row-0649,0.15686693,-1.44076519,-0.23034752,-0.63074586,0.56675079,-1.28129391,0.25370743,-0.65992439,0
row-0650,2.35067007,2.95080896,-1.00381922,-0.38863000,-1.30840068,2.87869253,0.12914708,-0.31278829,0
row-0651,-0.52168105,0.90118192,0.53122192,0.57609429,-0.10487485,-1.48981720,-0.49574234,-0.37452071,0
row-0652,-0.81106598,1.51078689,1.91774038,1.56952788,-1.82653451,-0.10586393,-0.79379284,0.12454896,1
row-0653,0.93161917,-0.40752398,-1.16209664,-0.99536719,0.04643025,-0.04192838,-1.34130673,0.66113302,0
row-0654,-2.34263322,-1.66070708,2.47860526,-0.42473071,0.28138628,-1.16218108,-0.13418727,-0.29636857,0
row-0655,-0.07409830,-0.32769740,1.19801635,-0.60489953,-0.40322393,0.91219905,-1.04516975,1.77476447,0
row-0656,0.19444095,1.86357779,0.49831477,2.45302049,-0.78499315,0.29278286,0.84434598,1.29333456,1
row-0657,1.32443973,0.56260149,1.67321421,0.26862625,1.75881905,-0.76031136,0.02025917,1.13264654,0
row-0658,1.46453625,1.80607106,-2.11318897,0.03237277,0.38776677,-0.86936922,-0.63133920,0.89693141,0
row-0659,2.05347143,2.34422134,0.61998813,-0.48649318,1.18524961,-0.97947383,0.07287766,-0.35029169,0
row-0660,1.12025570,0.13479312,-1.42901260,0.57182314,0.00230041,1.84380625,0.62743621,-1.12985633,1
row-0661,-0.46909212,1.62165154,-0.04244945,-1.36011033,-1.06962676,0.32236808,-1.25192789,0.60741575,0
row-0662,1.81349489,0.71365083,-0.80883769,-1.32359566,-0.14371000,0.12241371,0.09871325,-0.30641557,0
row-0663,-0.42772118,-2.73729771,1.57443640,0.84845449,-0.70459537,0.90376296,-0.46521077,-0.44156606,0
row-0664,0.36612674,1.05759151,0.95075640,-1.44744466,-0.11964425,-0.82929765,1.03189144,-0.54240026,0
row-0665,-1.14470218,0.15841478,-0.67253976,2.56388165,-1.45521453,-0.16232872,0.45268956,0.58058786,0
row-0666,-0.33177554,1.24190199,0.07008017,1.41496834,-0.21036076,0.11348742,0.35893202,0.42262349,0
row-0667,0.75408879,-0.30992464,-1.28861742,-1.82822216,-0.82751426,-0.36488907,-0.27388038,0.84960383,0
row-0668,2.55430844,2.12164173,-1.49420605,1.25033071,-0.68784997,-0.39150758,-1.05045325,0.26279607,0
row-0669,1.27270104,-1.04384377,-0.18102214,-0.90884993,-1.51533579,1.09641546,0.14088011,0.00595670,0
row-0670,-0.05463868,0.11584122,1.32344200,-1.49819848,-1.62247088,-1.73309596,2.09738734,0.25692658,0
row-0671,0.88950957,1.30801802,0.58901896,1.72412436,0.01674710,0.66030342,0.34901187,0.69659229,0
row-0672,2.35875488,2.01193256,0.45924008,0.68183537,-0.60103099,0.27290750,1.06952444,-0.65911156,0
row-0673,1.14025714,1.57072497,0.11341020,-1.33141938,-1.44085213,0.63733975,1.52258445,1.40291550,0
row-0674,0.79777668,-1.19849973,-0.56480576,-0.43875429,0.96442713,-1.47789910,-1.70081547,0.10924152,0
row-0675,-0.94403585,-1.58958388,1.15623296,0.60562103,-0.55695782,-0.58907534,0.83475456,0.85019627,0
row-0676,-1.43885527,-0.94966736,-1.40774028,0.35193245,-1.33588085,0.49144490,0.86075927,1.23303875,0
row-0677,-1.76164806,0.07315103,1.31091182,1.42438676,-1.13447198,-0.18316005,1.08962114,-0.31098965,0
row-0678,-1.76637433,-0.50524717,-0.91959646,0.56395798,2.04630028,-0.69797770,0.21674353,0.20626163,0
row-0679,0.71744500,1.13027443,-0.05323751,-0.64080341,1.43787717,0.84742097,-0.33780636,1.16142911,0
row-0680,0.25173074,-0.87768554,-0.09467635,-1.01470271,0.32160135,-0.78966990,0.86770509,-0.03224742,0
row-0681,-0.32883017,0.43648207,1.99332228,0.98808140,-0.32588805,1.13453229,-0.38623326,-0.11657157,0
row-0682,0.41296892,0.61152666,0.76435960,-0.86380048,-0.25700755,-0.34392734,-0.67612216,-0.05146120,0
row-0683,-1.43451817,-1.73379539,0.37927174,-0.33122601,0.97273500,-1.25405521,-0.74961120,-0.20824109,0
row-0684,-0.50306902,-1.86445553,3.01450028,1.75090535,-0.62025500,0.00758324,-0.15448772,-1.70702017,0
row-0685,-1.04822154,-2.33794604,1.48820576,1.58720967,0.18201738,0.70660688,-1.08349455,-0.65932709,0
row-0686,-1.53136670,-1.48854719,1.29253967,0.59925639,-0.87229520,0.97149234,-0.37107944,-1.81449416,0
row-0687,1.13879524,0.61795340,0.29109521,-0.60859976,-0.09010253,-1.17361702,-0.50720201,-0.78658098,0
row-0688,2.19212007,1.01607872,-2.57165321,-0.00813359,-0.98572724,-1.10637329,-0.67278683,0.53621771,1
row-0689,2.49475544,-0.38074676,-1.84777687,-0.74441081,1.11902229,-0.67368519,-0.75854052,0.62044004,0
row-0690,0.25793832,-0.61707517,0.64498584,-1.21539122,2.24942428,-0.54747315,-0.65340648,0.71039435,0
row-0691,1.93649888,2.60547216,-0.86436721,-0.14106480,0.69341725,2.08930256,-0.51185738,0.44617753,0
row-0692,0.57265209,-1.13838283,0.45215964,0.88743236,0.06169660,0.84040742,-0.53472904,0.52474993,0
row-0693,-1.11198816,0.78462204,-1.80640684,1.38921746,0.54596853,1.94660749,-0.67680335,1.71705941,0
row-0694,-0.67933190,-0.97782115,-0.28095535,0.46254042,1.51956007,-0.64903268,0.17118717,1.08467197,0
row-0695,0.40078230,-1.25837399,0.04991399,0.89293584,-1.05387438,-0.48969456,-0.27465813,0.06558295,0
row-0696,1.79762060,1.65395550,-1.10117402,0.97475334,-1.48109000,-1.44300698,1.17720098,0.60788830,0
row-0697,-0.39305961,0.66637908,-0.56759224,0.40792832,-0.83731746,-1.30269574,1.27809319,0.87487645,0
row-0698,2.42728463,2.53455486,0.90411857,-1.44081043,-0.34818319,1.47079766,0.65569631,1.78813608,0
row-0699,-2.33936290,0.01337380,1.39412592,0.66199914,0.04017116,-1.18420341,0.18941526,-1.00980841,0
row-0700,0.78749355,0.46698360,-0.10296131,-0.96470467,-1.14936367,-0.89152072,0.21756954,-0.53034957,0
row-0701,0.94240554,0.45067539,-0.34580089,-0.52394568,-0.53640103,-0.98001663,-0.40292839,0.09980038,0
row-0702,-1.86145401,-1.65338656,0.90936007,-0.10802309,0.58334731,0.72136929,-1.16080121,0.22729048,0
row-0703,0.43754961,-0.28310944,-0.30931504,-0.13221346,-0.15692782,1.06647175,0.69256117,1.42364710,0
row-0704,1.63578212,1.25679353,-0.98398843,-0.50570837,-1.11147425,-0.76721755,-1.25269081,1.22278888,1
row-0705,-0.02910865,1.11065504,0.56035931,0.29304741,0.22634842,0.72341559,0.56121422,-0.36233953,0
row-0706,0.25484013,2.01156105,0.06782163,-0.15390090,-0.32684028,0.43570361,-0.11553862,0.75499834,0
row-0707,-1.30619301,-1.18477169,-1.38175059,-0.14427973,-0.61909570,1.26013072,-1.65355694,-1.64678337,0
row-0708,-0.34975543,-0.53251503,0.93490162,-0.07732389,0.15568324,-0.08808328,-0.12786244,0.16344840,0
row-0709,1.60469382,0.67858145,-1.20271333,0.08948229,0.57388144,-0.67830270,0.12945491,-1.16954718,1
row-0710,1.50534765,1.68269165,-3.19107845,-0.69103096,-0.32096854,0.73320700,0.49656860,-0.67503167,0
row-0711,0.41964219,-1.29301517,0.82170349,0.46038574,0.11219801,-1.52135269,1.46759898,-0.20396598,0
row-0712,0.23024220,1.04975904,-0.71597359,-1.64169794,-0.11391798,-1.56138431,-0.03355740,0.20636093,0
row-0713,0.03894861,-0.50178686,0.09069962,1.05395396,0.01649013,0.40640480,0.76295063,0.89393126,0
row-0714,0.98352583,-0.26092651,-0.77572756,-0.46200678,-2.95403479,-1.92182328,0.70932453,0.58108451,0
row-0715,0.70211022,0.18045267,-0.03096863,-0.99986795,0.63975263,-1.53873892,0.21366791,1.61071697,0
row-0716,0.05162381,1.84555383,1.00600192,1.79338518,-0.13121148,-0.23492170,-0.66933636,0.84604638,0
row-0717,-0.44204358,0.67905507,1.61094930,0.45940924,0.31338103,-0.09391134,2.35713800,-0.11839595,0
row-0718,0.76395803,-1.39306224,-0.80947824,0.33651007,1.14147984,-1.00359211,0.50154681,0.34072594,0
row-0719,-0.33974563,1.02547502,-0.75679707,1.23845883,0.65692360,-0.13507060,0.74358904,-0.87145630,0
row-0720,0.68519397,-0.18134764,0.41244131,-1.21258906,0.64010991,-0.53197983,0.23646366,1.09890588,0
